pheno	tissue	gene	gene_name	gene_biotype	b.smr	p.smr	p_HEIDI.smr	fdr.smr	Ifsigif.smr	b.wr_ivw	p.wr_ivw	Q_pval.wr_ivw	pval_egger_intercept.wr_ivw	fdr.wr_ivw	Ifsigif.wr_ivw	b.pmregger	p.pmregger	fdr.pmregger	Ifsigif.pmregger	b.gsmr	p.gsmr	fdr.gsmr	Ifsigif.gsmr	direction
SCZ	Astrocytes	ENSG00000037749	MFAP3	protein_coding	-	-	-	-	-	0.0932452542273406	1.09019104895327e-06	-	-	2.07545120944479e-05	TRUE	0.124801120540196	4.8779474133464e-38	8.91285826286445e-37	TRUE	0.0894407034219635	0.000472404143837359	0.00429788462118663	TRUE	Consistent
DPW	Oligodendrocytes	ENSG00000039068	CDH1	protein_coding	-	-	-	-	-	-0.0113159886284696	0.0136104226160872	0.630032915584882	-	0.0339087410405904	TRUE	-0.0260905724447465	0.000705952618338112	0.00241691721268099	TRUE	-0.0118449308949038	0.0512792203759949	0.0932423106678833	FALSE	Consistent
ICH	Excitatory.neurons	ENSG00000065457	ADAT1	protein_coding	-	-	-	-	-	0.28856561324814	0.0116543282794726	-	-	0.0302565905531116	TRUE	0.788815973848453	2.56368769606387e-26	3.21608881871893e-25	TRUE	0.309586947857433	0.00662497052329886	0.02541780357439	TRUE	Consistent
SCZ	Oligodendrocytes	ENSG00000065621	GSTO2	protein_coding	-0.0651239	0.001871175	0.4600819	0.0209590122	TRUE	-0.0653414650082079	0.00050418345120954	-	-	0.00349032452814604	TRUE	-0.00382837876508705	0.558553129787063	0.999923121588981	FALSE	-0.0449540065676491	0.00748320976671968	0.0271708972917803	TRUE	Consistent
ANX	Oligodendrocytes	ENSG00000065621	GSTO2	protein_coding	0.125837	0.008829884	0.7323665	0.0400453894084507	TRUE	0.127772035975161	0.00445963999999979	-	-	0.0156859854965351	TRUE	0.00651225620395624	0.630702287790398	1	FALSE	0.092210562435802	0.0122344005965479	0.0372534261550969	TRUE	Consistent
ANX	Excitatory.neurons	ENSG00000065621	GSTO2	protein_coding	0.115685	0.004705425	0.7567285	0.0297087617647059	TRUE	0.115684731489212	0.00224439999999985	-	-	0.00962879211267541	TRUE	0.00436644003660556	0.807151738911807	1	FALSE	0.0872498655233652	0.0115248561145857	0.0364426082084839	TRUE	Consistent
SCZ	OPCs...COPs	ENSG00000065621	GSTO2	protein_coding	-0.0480108	0.00382086	0.2839639	0.027318822125	TRUE	-0.0491481407944588	0.000690842978552044	-	-	0.00434774320799489	TRUE	-0.000462551234128843	0.965558806622631	1	FALSE	-0.0463708070961025	0.00430113019562955	0.0192630383469635	TRUE	Consistent
SCZ	Excitatory.neurons	ENSG00000065621	GSTO2	protein_coding	-0.064697	0.0004040571	0.4590279	0.0100081835538462	TRUE	-0.0646969670474179	5.78476607917793e-05	-	-	0.000630019454094222	TRUE	-0.00167536876930609	0.840911904293078	1	FALSE	-0.0427838607882094	0.00567762595573976	0.0228494666960016	TRUE	Consistent
EA	OPCs...COPs	ENSG00000065621	GSTO2	protein_coding	-	-	-	-	-	-0.00927649823583788	0.00128039097097912	-	-	0.0065735447415103	TRUE	-0.0966199592157994	4.30093219281301e-38	7.94490880892161e-37	TRUE	-0.00989472216451925	0.00289575198251941	0.0148133801416882	TRUE	Consistent
INT	Oligodendrocytes	ENSG00000066855	MTFR1	protein_coding	-	-	-	-	-	0.0157445714740595	0.0107424024669754	0.272765434434162	-	0.028418831141606	TRUE	0.0406014228707284	4.96224016800028e-17	4.36729095414056e-16	TRUE	0.0172626589019778	0.00484111064936713	0.0204106899539252	TRUE	Consistent
DPW	Oligodendrocytes	ENSG00000078487	ZCWPW1	protein_coding	-0.015011	0.002242808	0.7441744	0.022576590084507	TRUE	-0.0143348358631529	0.00156539987872506	-	-	0.00745032504780708	TRUE	-0.00281230553476199	0.791210326834205	1	FALSE	-0.0143963202716042	0.00301795525599471	0.0151688493434494	TRUE	Consistent
EA	Oligodendrocytes	ENSG00000078487	ZCWPW1	protein_coding	0.0246758	1.875389e-06	0.1771514	0.000201291752666667	TRUE	0.0217759718858616	1.0469198365486e-07	-	-	3.18891782212707e-06	TRUE	0.113752993992573	2.29826908491363e-48	5.76625422647733e-47	TRUE	0.021838765332197	1.04850869276129e-05	0.000151986662204278	TRUE	Consistent
EPI	Oligodendrocytes	ENSG00000079819	EPB41L2	protein_coding	0.0755443	0.004167363	0.2322088	0.0276678533195876	TRUE	0.0755443000490521	0.00128190596732013	-	-	0.0065735447415103	TRUE	0.0170892099386722	0.695835365680091	1	FALSE	0.0592513535191495	0.0110390981128934	0.0351966812408319	TRUE	Consistent
BIP	Oligodendrocytes	ENSG00000083807	SLC27A5	protein_coding	0.0871323	0.003318185	0.4804754	0.026456118	TRUE	0.087132263477593	0.000805314591177203	-	-	0.00494282044798398	TRUE	0.00429904576721496	0.602508285887672	1	FALSE	0.0717314382505177	0.00671786186298443	0.0256632322952388	TRUE	Consistent
EPI	Oligodendrocytes	ENSG00000084636	COL16A1	protein_coding	-	-	-	-	-	0.0321631975451152	0.0110220173512663	-	-	0.0289858643838812	TRUE	0.083204666420261	0.000170553118081471	0.00060999955637224	TRUE	0.0304503061083119	0.0198884854395912	0.0498134666320042	TRUE	Consistent
SCZ	Excitatory.neurons	ENSG00000085491	SLC25A24	protein_coding	-0.0935939	0.001233492	0.9489045	0.0181393138181818	TRUE	-0.0931062196744702	0.000352596815374933	-	-	0.00265844034562388	TRUE	-0.00981588048551337	0.060242918681263	0.158727815522262	FALSE	-0.089063579647488	0.00083745675270182	0.00646921290174359	TRUE	Consistent
SCZ	Oligodendrocytes	ENSG00000085491	SLC25A24	protein_coding	-0.051131	0.001207076	0.7459439	0.0181393138181818	TRUE	-0.0508646385856872	0.000352596815374932	-	-	0.00265844034562388	TRUE	-0.00960091086495686	0.279847725042498	0.603295443373721	FALSE	-0.0400197906763506	0.00700333991957156	0.0260934206847877	TRUE	Consistent
EA	Inhibitory.neurons	ENSG00000085514	PILRA	protein_coding	-	-	-	-	-	-0.028813683313786	2.13220288682024e-08	-	-	9.27812856179216e-07	TRUE	-0.117358687300653	6.0944086787037e-44	1.38441905255418e-42	TRUE	-	-	-	-	Consistent
GRT	Excitatory.neurons	ENSG00000085788	DDHD2	protein_coding	-	-	-	-	-	0.0362631094679607	0.000185344380592845	-	-	0.00161081185389735	TRUE	0.0815565769518702	5.48779576687763e-20	5.45857081900668e-19	TRUE	-	-	-	-	Consistent
IS	Excitatory.neurons	ENSG00000085788	DDHD2	protein_coding	-	-	-	-	-	-0.108664426763923	0.0197872829092717	-	-	0.0443190461113935	TRUE	-0.07550522453922	3.10943923026946e-09	1.68611849873644e-08	TRUE	-	-	-	-	Consistent
ASD	Excitatory.neurons	ENSG00000085788	DDHD2	protein_coding	-	-	-	-	-	0.149898663136114	0.0201877840284462	-	-	0.0449502851978415	TRUE	0.258092264644121	1.40340339610394e-09	7.83761165731137e-09	TRUE	-	-	-	-	Consistent
ASP	Excitatory.neurons	ENSG00000085788	DDHD2	protein_coding	-	-	-	-	-	0.0361798417079883	0.000508952286042803	-	-	0.00350739516580628	TRUE	0.114858243267985	2.03347536749814e-16	1.66744980134847e-15	TRUE	-	-	-	-	Consistent
OCD	Excitatory.neurons	ENSG00000085788	DDHD2	protein_coding	-	-	-	-	-	0.480854660288356	0.00291367988879621	-	-	0.0115260635600951	TRUE	0.588790304510988	1.87815989186863e-10	1.09245217239833e-09	TRUE	-	-	-	-	Consistent
ALS	Inhibitory.neurons	ENSG00000092108	SCFD1	protein_coding	-	-	-	-	-	-0.187436308050662	3.82504364558403e-07	-	-	8.82657798821891e-06	TRUE	-0.397087720371456	1.22441014768248e-48	3.11853554280947e-47	TRUE	-0.204252337985676	6.71499189806387e-05	0.000822229327092714	TRUE	Consistent
SCZ	Excitatory.neurons	ENSG00000092108	SCFD1	protein_coding	0.0637159	0.01086925	0.3281771	0.04558968	TRUE	0.0642487775697045	0.00725210791595992	-	-	0.0222515246290308	TRUE	0.00246071479852047	0.667403652274284	1	FALSE	0.0534777350798877	0.0132837049585288	0.0391036941362318	TRUE	Consistent
ALS	Excitatory.neurons	ENSG00000092108	SCFD1	protein_coding	-	-	-	-	-	-0.191167290886392	3.32255357109315e-07	-	-	7.90663920121073e-06	TRUE	-0.548618043997834	1.10553790826512e-155	1.23893948252911e-153	TRUE	-0.120816042144136	0.000811385928187545	0.00636299394244421	TRUE	Consistent
INS	Oligodendrocytes	ENSG00000100364	KIAA0930	protein_coding	-	-	-	-	-	0.0215813750282194	0.0144180925923923	-	-	0.0353603140389911	TRUE	0.0181001131823076	0.16221009509716	0.379770431557557	FALSE	0.0239010624639387	0.00714696958937864	0.0264089940388556	TRUE	Consistent
DPW	Oligodendrocytes	ENSG00000103245	NARFL	protein_coding	0.0139742	0.006143609	0.9605432	0.0337789418823529	TRUE	-	-	-	-	-	-	0.00211094879535657	0.814814042034425	1	FALSE	0.0131629144061957	0.00839507335145918	0.0293287423841111	TRUE	Consistent
DPW	Excitatory.neurons	ENSG00000103245	NARFL	protein_coding	0.0112872	0.004835243	0.401633	0.030232004776699	TRUE	0.0067818114051435	0.112410490952781	-	-	0.167025539240083	FALSE	0.00339763278034973	0.516922649158774	0.951749149217852	FALSE	0.009578952677114	0.0131408339796275	0.0388820049114428	TRUE	Consistent
DPW	Inhibitory.neurons	ENSG00000103245	NARFL	protein_coding	0.0131592	0.006972415	0.8100056	0.0365059777235772	TRUE	0.013224817862726	0.00257010473487322	-	-	0.0105505916744256	TRUE	0.00229246995296406	0.832001394896027	1	FALSE	0.0129300256473567	0.00917935741462012	0.0311280962690143	TRUE	Consistent
SCZ	OPCs...COPs	ENSG00000103966	EHD4	protein_coding	-0.0484661	0.009001775	0.7976198	0.0405394622377622	TRUE	-0.049695210092821	0.00417149357321847	-	-	0.0149858353056497	TRUE	-0.00148258818450565	0.917682313316533	1	FALSE	-0.0470300194995077	0.0105605033148699	0.0340913077139942	TRUE	Consistent
NEU	Oligodendrocytes	ENSG00000104447	TRPS1	protein_coding	-	-	-	-	-	0.0229827145875361	7.49799090001152e-07	-	-	1.56430686859144e-05	TRUE	0.206052897571027	4.74969390580872e-70	1.73570335992706e-68	TRUE	0.0212864570692004	0.000154067332091941	0.00170511056959446	TRUE	Consistent
DPW	Oligodendrocytes	ENSG00000104447	TRPS1	protein_coding	-	-	-	-	-	-0.0129841495083084	0.00101499964685631	-	-	0.00570423776413475	TRUE	-0.00094387703000856	0.903742933254666	1	FALSE	-0.0132982007076796	0.00246551449979397	0.0132607812582377	TRUE	Consistent
EA	Astrocytes	ENSG00000104760	FGL1	protein_coding	-	-	-	-	-	-0.0144807053167451	0.000187801939924401	-	-	0.00161594550567719	TRUE	-0.165899716769103	7.03668297264481e-125	5.37666548955269e-123	TRUE	-0.014457482298051	0.000554931382413182	0.00472102545404983	TRUE	Consistent
SCZ	Excitatory.neurons	ENSG00000105186	ANKRD27	protein_coding	-0.0618391	0.0008777875	0.7544238	0.0157026430555556	TRUE	-0.0618390760178304	0.000401831692834163	-	-	0.00295647182698759	TRUE	-0.0414680274624596	0.0033222483312752	0.0104975553475068	TRUE	-0.0497213764109884	0.0014712717178567	0.00940796526251701	TRUE	Consistent
AD	Pericytes	ENSG00000105877	DNAH11	protein_coding	-	-	-	-	-	0.0087470631494196	0.00894895379670901	-	-	0.0254277175977385	TRUE	0.0689231647913931	2.76510369726238e-10	1.59729873371067e-09	TRUE	-	-	-	-	Consistent
MDD	Inhibitory.neurons	ENSG00000106392	C1GALT1	protein_coding	-	-	-	-	-	0.0622358121382901	0.0023844644613554	-	-	0.0100596658577404	TRUE	0.108710325600013	3.00163470233577e-20	3.0214059488781e-19	TRUE	-	-	-	-	Consistent
MDD	Excitatory.neurons	ENSG00000106392	C1GALT1	protein_coding	-	-	-	-	-	-0.0791919154825886	0.00130700337410523	-	-	0.0066574118353253	TRUE	-0.0674843651727634	3.91670332280324e-20	3.91903469382872e-19	TRUE	-0.0811094934877165	0.004441552767029	0.0194381263682524	TRUE	Consistent
NEU	Excitatory.neurons	ENSG00000106392	C1GALT1	protein_coding	-	-	-	-	-	-0.0248960053109481	0.000536177155234279	-	-	0.00361326463460977	TRUE	-0.0864387379650293	1.28502387307342e-26	1.63645843230032e-25	TRUE	-0.0267569371859558	0.0016407211474903	0.010045053408305	TRUE	Consistent
NEU	Inhibitory.neurons	ENSG00000106392	C1GALT1	protein_coding	-	-	-	-	-	0.0208074161847445	0.000486648078924701	-	-	0.00343131955649222	TRUE	0.136173126845627	3.23177452355797e-26	3.99456836330952e-25	TRUE	-	-	-	-	Consistent
INT	OPCs...COPs	ENSG00000106868	SUSD1	protein_coding	0.0197903	0.007764089	0.9450988	0.0381046506060606	TRUE	0.0199066866875614	0.00331404590316708	-	-	0.0128289529424369	TRUE	0.109077550057162	4.22543186365432e-11	2.51877693716415e-10	TRUE	0.0207488134287909	0.00744377514571842	0.0271132442807655	TRUE	Consistent
BIP	Inhibitory.neurons	ENSG00000108384	RAD51C	protein_coding	0.0407396	0.08425169	0.2209996	0.14546404386059	FALSE	0.0547234166941662	4.814545088782e-05	0.524730577226819	0.459787889865404	0.000539158247809925	TRUE	0.00913868715619654	0.263248459658044	0.577703212382731	FALSE	0.0521093764236384	0.0196840072186217	0.0497915215560263	TRUE	Consistent
SCZ	Inhibitory.neurons	ENSG00000108384	RAD51C	protein_coding	0.0725304	0.001452175	0.8532461	0.0190857285714286	TRUE	0.0669408805040479	5.04476288426284e-08	0.92927544902132	0.782587133152419	1.78678462156565e-06	TRUE	0.00465260230503754	0.586477289312676	1	FALSE	0.067238230892099	0.00166521235074042	0.0100876811352749	TRUE	Consistent
INS	Oligodendrocytes	ENSG00000110080	ST3GAL4	protein_coding	-0.0341682	0.02417827	0.8627504	0.0702316810810811	FALSE	-0.0341682031855542	0.0146959423129225	-	-	0.0359260355418635	TRUE	-0.0138439785038782	0.00118491714889201	0.00393645400649697	TRUE	-0.0325793783462634	0.0134835902972796	0.0393148297488062	TRUE	Consistent
INS	Excitatory.neurons	ENSG00000110274	CEP164	protein_coding	0.0645347	0.002966558	0.4823782	0.0257018281578947	TRUE	0.0645347421614793	0.00109225495348254	-	-	0.00609342232290809	TRUE	0.00342415149992842	0.870971749591595	1	FALSE	0.0566345536216163	0.00715864999141873	0.0264089940388556	TRUE	Consistent
EA	Excitatory.neurons	ENSG00000110328	GALNT18	protein_coding	0.0357899	7.468323e-06	0.1907216	0.0006012000015	TRUE	0.035789891037305	2.32847343077324e-08	-	-	9.58196954816446e-07	TRUE	0.0536601684511295	3.10762426972933e-32	4.42704779441949e-31	TRUE	0.0340792962532656	1.83949109463119e-05	0.000255090873484398	TRUE	Consistent
ANX	Astrocytes	ENSG00000111728	ST8SIA1	protein_coding	0.110538	0.009599492	0.689243	0.0423429647123288	TRUE	0.110718879805361	0.00562859000000097	-	-	0.0187217607472132	TRUE	0.00544195157537744	0.802296472491909	1	FALSE	0.0985172093425135	0.0117884297379225	0.0364726796151992	TRUE	Consistent
ANX	Excitatory.neurons	ENSG00000112530	PACRG	protein_coding	-	-	-	-	-	-0.0950661952164215	0.0178731000000006	-	-	0.0409950772590375	TRUE	-0.0600186360075347	2.02563438084055e-05	7.90044407005328e-05	TRUE	-0.100964391836909	0.00415451458667273	0.0189755805129377	TRUE	Consistent
INS	OPCs...COPs	ENSG00000112530	PACRG	protein_coding	-0.024468	0.003314066	0.670246	0.026456118	TRUE	-0.0240586889863265	0.00204082945013175	-	-	0.00911490689897553	TRUE	-0.0071674894108458	0.488372311651274	0.918292903675382	FALSE	-0.0199311576111045	0.005865041853231	0.0232304414738982	TRUE	Consistent
INS	Excitatory.neurons	ENSG00000112530	PACRG	protein_coding	-0.0423291	0.004662763	0.4863099	0.0297087617647059	TRUE	-0.0400669734207878	0.00544683817768322	-	-	0.0183124382883257	TRUE	-0.000929846415777922	0.913093630727421	1	FALSE	-0.0299399628507695	0.0144938223610812	0.0413955075374801	TRUE	Consistent
AD	Excitatory.neurons	ENSG00000113318	MSH3	protein_coding	0.00679479	0.23815	0.2618559	0.331249676025918	FALSE	0.0137733767502173	0.000662513299133695	0.27870155696612	0.356714956887263	0.00421349113777111	TRUE	0.00598971646324659	4.09626651313137e-05	0.000154737618170198	TRUE	0.0171826919125391	6.78170018661019e-07	1.23900585949021e-05	TRUE	Consistent
BIP	Excitatory.neurons	ENSG00000113318	MSH3	protein_coding	-	-	-	-	-	-0.0849575089722226	1.61393217160909e-07	0.650307964570321	0.691106588977778	4.38931910242972e-06	TRUE	-0.00608804803616607	0.000139528471780698	0.000506581773354975	TRUE	-0.0696889637851857	0.00152927285720803	0.00961854130407892	TRUE	Consistent
IS	Excitatory.neurons	ENSG00000113643	RARS	protein_coding	-	-	-	-	-	-0.138284438043353	0.00804917708551662	-	-	0.0237668625369532	TRUE	-0.0730854672569881	4.77239251928617e-14	3.34266326038335e-13	TRUE	-	-	-	-	Consistent
NEU	Excitatory.neurons	ENSG00000113643	RARS	protein_coding	-	-	-	-	-	-0.0320069315085346	0.00708122690163132	-	-	0.022009609328948	TRUE	-0.0793833854962125	1.99588575006271e-12	1.28056639154787e-11	TRUE	-	-	-	-	Consistent
INT	Oligodendrocytes	ENSG00000114200	BCHE	protein_coding	-	-	-	-	-	-0.00887983005688774	0.0103473470895283	-	-	0.027550716114251	TRUE	-0.0257072074683998	1.49957195082786e-05	5.90346709447689e-05	TRUE	-0.00655329050590121	0.0554167947038853	0.0985853643032024	FALSE	Consistent
GRT	Oligodendrocytes	ENSG00000114200	BCHE	protein_coding	-	-	-	-	-	-0.00868232365315969	0.00157202218760378	-	-	0.00745853517669955	TRUE	-0.0251513488320936	8.72368370431173e-16	6.88474756194743e-15	TRUE	-0.00711660305657531	0.00961030755071155	0.0320622144662869	TRUE	Consistent
NEU	Oligodendrocytes	ENSG00000114200	BCHE	protein_coding	-	-	-	-	-	0.00976880958640887	0.000909896165088683	-	-	0.00528920557034376	TRUE	0.103537057617013	1.93125808670922e-58	6.24316316107346e-57	TRUE	0.0105581625349006	0.000701679634135572	0.00581031121503628	TRUE	Consistent
SCZ	Oligodendrocytes	ENSG00000114200	BCHE	protein_coding	-	-	-	-	-	0.0292182766165548	0.00916704114171658	-	-	0.0258066611069027	TRUE	0.02894808754571	9.69564217576318e-05	0.00035585970518467	TRUE	0.0235919197362577	0.0220642781874331	0.0523628540077021	FALSE	Consistent
BIP	Oligodendrocytes	ENSG00000114200	BCHE	protein_coding	-	-	-	-	-	0.0342554397236121	0.00513777149541033	-	-	0.0175052035514764	TRUE	0.0415951891989413	2.98496890809911e-10	1.71840162140911e-09	TRUE	0.0297958148222508	0.00854741203074675	0.0295437574996682	TRUE	Consistent
EA	Oligodendrocytes	ENSG00000115355	CCDC88A	protein_coding	-	-	-	-	-	0.0255177961581868	5.56361727356732e-07	-	-	1.21048415823472e-05	TRUE	0.0950901681086124	1.35622494017173e-61	4.55962824885736e-60	TRUE	0.0249724292344229	3.50632117527661e-05	0.000458610871902657	TRUE	Consistent
ASP	OPCs...COPs	ENSG00000117335	CD46	protein_coding	-	-	-	-	-	-0.0218524480071633	6.36641312744972e-07	-	-	1.36564044973323e-05	TRUE	-0.140261871478246	6.99836208524916e-48	1.73003627430939e-46	TRUE	-0.0223991271134649	2.70975280811279e-05	0.000362665753736956	TRUE	Consistent
SCZ	OPCs...COPs	ENSG00000117335	CD46	protein_coding	-	-	-	-	-	-0.05080636417491	0.00319669116130054	-	-	0.0125044592829993	TRUE	-0.0960216480342445	6.97657956798179e-13	4.58110556788179e-12	TRUE	-0.0474430427131198	0.00778955453401221	0.0279307703073148	TRUE	Consistent
ASP	Oligodendrocytes	ENSG00000117335	CD46	protein_coding	-	-	-	-	-	0.0189642204792092	8.77360153077088e-05	-	-	0.000879091784958161	TRUE	0.121965583588703	4.96448668807894e-58	1.51732765866558e-56	TRUE	0.0179594637985522	0.00106246925277808	0.00755026604699269	TRUE	Consistent
DPW	Oligodendrocytes	ENSG00000118640	VAMP8	protein_coding	0.0120259	0.008599285	0.9306882	0.039883934647482	TRUE	0.0120258605681435	0.00467774177343604	-	-	0.0162652984496418	TRUE	0.00184018650350576	0.813237728697091	1	FALSE	0.0110304185078842	0.0126996686947889	0.038065934030474	TRUE	Consistent
INS	Excitatory.neurons	ENSG00000118849	RARRES1	protein_coding	-0.0945773	0.0001461069	0.8949705	0.0052273802	TRUE	-	-	-	-	-	-	-0.00161677425431404	0.942255050185846	1	FALSE	-0.0924815811329389	0.000155967614787542	0.00170970213924248	TRUE	Consistent
SC	Astrocytes	ENSG00000118997	DNAH7	protein_coding	-	-	-	-	-	-0.0399618658351593	0.00126015618462504	-	-	0.00652795193599978	TRUE	-0.00174834210202299	0.809712328457946	1	FALSE	-0.0401695010337743	0.0029809327881247	0.0150856588329348	TRUE	Consistent
BIP	Excitatory.neurons	ENSG00000118997	DNAH7	protein_coding	-	-	-	-	-	-0.0549121852596162	0.017451747048647	-	-	0.0405441744341141	TRUE	-0.100541417289427	1.33613289892386e-25	1.61585568567698e-24	TRUE	-0.0540107076505599	0.0231643678883774	0.0540815161045079	FALSE	Consistent
SCZ	Astrocytes	ENSG00000118997	DNAH7	protein_coding	-	-	-	-	-	-0.0678791879693616	0.000984073527508147	-	-	0.00559232829251831	TRUE	-0.00537227083217915	0.458611529966337	0.874065739085502	FALSE	-0.0549259784495753	0.0120218306993603	0.036762730580059	TRUE	Consistent
SCZ	Excitatory.neurons	ENSG00000118997	DNAH7	protein_coding	-	-	-	-	-	-0.0886137136538185	3.27146250731509e-05	-	-	0.000383264415280068	TRUE	-0.0859088347280309	1.00665769980019e-20	1.05105067910815e-19	TRUE	-0.0800670085059786	0.000353829723066142	0.00339381676040941	TRUE	Consistent
EA	Endothelial.cells	ENSG00000120071	KANSL1	protein_coding	-	-	-	-	-	-0.0187411132945976	1.41557853769521e-30	0.129590825373181	0.151805553812618	3.07989444701401e-28	TRUE	-0.200949971062372	1.46438458819081e-247	2.46163049274875e-245	TRUE	-0.0151228379984444	3.82182303383938e-07	7.33153051991521e-06	TRUE	Consistent
AD	Oligodendrocytes	ENSG00000120253	NUP43	protein_coding	-0.010631	0.03132057	0.5374741	0.0825163508571428	FALSE	-0.0106309904452437	0.0218176418069477	-	-	0.0478104582330667	TRUE	-0.00423045048266515	0.416304120403612	0.815626137993557	FALSE	-0.0113279013011504	0.0197262674453067	0.0497915215560263	TRUE	Consistent
SCZ	Astrocytes	ENSG00000120451	SNX19	protein_coding	-0.0455563	5.370837e-06	0.3658557	0.000494117004	TRUE	-0.0474743164907802	3.01616743903496e-07	-	-	7.38119070853396e-06	TRUE	-0.00160790434246319	0.612077826395076	1	FALSE	-0.0400779667701105	5.70116372915492e-05	0.000705595640027668	TRUE	Consistent
SCZ	Microglia	ENSG00000120451	SNX19	protein_coding	-0.0541394	3.688758e-05	0.1641647	0.00181548982	TRUE	-0.0541394177610072	5.35293229616675e-06	-	-	8.40465555367212e-05	TRUE	-0.00573373694426021	0.482669458687986	0.910625544393383	FALSE	-0.0501571389002639	0.000101737689266774	0.00120721732315523	TRUE	Consistent
SCZ	OPCs...COPs	ENSG00000120451	SNX19	protein_coding	-0.0579772	1.708109e-05	0.7472823	0.00100002017818182	TRUE	-0.0583013468789873	6.97199723393358e-07	-	-	1.47477108156678e-05	TRUE	-0.00687655874676126	0.511561482357902	0.946022939321929	FALSE	-0.0574916126481815	2.10348727789337e-05	0.000284836924335914	TRUE	Consistent
SCZ	Inhibitory.neurons	ENSG00000120451	SNX19	protein_coding	-0.092606	4.764688e-05	0.2132693	0.0019413601375	TRUE	-0.0929371548907267	1.76695812298852e-07	-	-	4.63978831260606e-06	TRUE	-0.0116178718750691	0.460268568880514	0.876230423882383	FALSE	-0.0742275956946445	0.000247434135180675	0.00256573594227889	TRUE	Consistent
MS	Excitatory.neurons	ENSG00000120675	DNAJC15	protein_coding	-	-	-	-	-	0.0805911970162075	0.00417200000000013	-	-	0.0149858353056497	TRUE	0.0435320183773321	1.2586717073166e-06	5.61227358089975e-06	TRUE	0.0667176100672298	0.0145725653997559	0.0414148710496766	TRUE	Consistent
